organization_name,department_name,department_name_harmonised
CAU Kiel,Zoological Museum of,Zoological Museum
CAU Kiel,Zoologisches Institut der Christian-Albrechts-Universität Kiel,Zoological Institute
CAU Kiel,Zoologisches Institut und Zoologisches Museum,Zoological Institute
CAU Kiel,Zoology,Zoological Institute
CAU Kiel,a GEOMAR Helmholtz Centre for Ocean Research Kiel,GEOMAR
CAU Kiel,aInstitut für Geowissenschaften der Christian-Albrechts-Universität zu Kiel,Institut für Geowissenschaften
CAU Kiel,and GIGA Institute of Asian Studies,GIGA Institute of Asian Studies
Caritas,Senior citizens advisory service,Senior citizens advisory service
Carl von Ossietzky Universitat Oldenburg,Department of Chemistry,Department of Chemistry
Carl von Ossietzky Universitat Oldenburg Institut für Sozialwissenschaften,Political System of Germany,Political System of Germany
Carl von Ossietzky Universitat Oldenburg Institut für Sozialwissenschaften,Positive Political Theory / Political Economy,Political Economy
Carl von Ossietzky Universitat Oldenburg Institut für Sozialwissenschaften,School for Educational and Social Sciences,School for Educational and Social Sciences
Carl von Ossietzky University Oldenburg,Institute of Sport Science,Institute of Sport Science
Carl von Ossietzky Universität Oldenburg,"AG Quantenmaterialien, Institute of Physics",Quantum Materials
Carl von Ossietzky Universität Oldenburg,Alfred-Wegener Institute,Alfred Wegener Institute
Carl von Ossietzky Universität Oldenburg,Bibliotheks- und Informationssystem BIS,University Library
Carl von Ossietzky Universität Oldenburg,"Business Administration, Economics, and Law","Department of Business Administration, Economics and Law"
Carl von Ossietzky Universität Oldenburg,Carl von Ossietzky Universitat Oldenburg,Carl von Ossietzky Universität Oldenburg
Carl von Ossietzky Universität Oldenburg,Carl von Ossietzky Universitat Oldenburg Fakultat fur Medizin und Gesundheitswissenschaften,Fakultat fur Medizin und Gesundheitswissenschaften
Carl von Ossietzky Universität Oldenburg,Carl von Ossietzky-Univ. Oldenburg,Carl von Ossietzky Universität Oldenburg
Carl von Ossietzky Universität Oldenburg,Carl von Ossietzky-Universitat Oldenburg,Carl von Ossietzky Universität Oldenburg
Carl von Ossietzky Universität Oldenburg,Carl von Ossietzky-University Oldenburg,Carl von Ossietzky Universität Oldenburg
Carl von Ossietzky Universität Oldenburg,Carl von Ossietzky‐Universität Oldenburg,Carl von Ossietzky Universität Oldenburg
Carl von Ossietzky Universität Oldenburg,Carl-von-Ossietzky Universität Oldenburg,Carl von Ossietzky Universität Oldenburg
Carl von Ossietzky Universität Oldenburg,Carl-von-Ossietzky University Oldenburg,Carl von Ossietzky Universität Oldenburg
Carl von Ossietzky Universität Oldenburg,Carl-von-Ossietzky University Oldenburg Animal Physiology and Behavior Group,Animal Physiology and Behavior Group
Carl von Ossietzky Universität Oldenburg,Carl-von-Ossietzky University Oldenburg Department of Biology and Environmental Sciences,Department of Biology and Environmental Sciences
Carl von Ossietzky Universität Oldenburg,Department for Health Services Research,Department for Health Services Research
Carl von Ossietzky Universität Oldenburg,Department of Biology and Environmental Sciences (IBU),Department of Biology and Environmental Sciences
Carl von Ossietzky Universität Oldenburg,Department of Biology and Environmental Sciences Carl-von-Ossietzky University of Oldenburg,Department of Biology and Environmental Sciences
Carl von Ossietzky Universität Oldenburg,Department of Computer Science,Department of Computer Science
Carl von Ossietzky Universität Oldenburg,Department of Computing Science,Department of Computer Science
Carl von Ossietzky Universität Oldenburg,Department of Educational Sciences,Department of Educational Sciences
Carl von Ossietzky Universität Oldenburg,Department of Health Services Research,Department for Health Services Research
Carl von Ossietzky Universität Oldenburg,Department of Mathematics and Natural Sciences,Department of Mathematics and Natural Sciences
Carl von Ossietzky Universität Oldenburg,Department of Music,Department of Music
Carl von Ossietzky Universität Oldenburg,Department of Neuroscience,Department of Neurosciences
Carl von Ossietzky Universität Oldenburg,Department of Neurosurgery,Department of Neurosurgery
Carl von Ossietzky Universität Oldenburg,Department of Psychology,Department of Psychology
Carl von Ossietzky Universität Oldenburg,Department of Special Needs Education and Rehabilitation,Department of Special Needs Education and Rehabilitation
Carl von Ossietzky Universität Oldenburg,"Dutch Studies, Intercultural Education",Institute of Dutch Studies & Intercultural Education
Carl von Ossietzky Universität Oldenburg,EU - Research Office,EU - Research Office
Carl von Ossietzky Universität Oldenburg,Environmental Biochemistry,Environmental Biochemistry
Carl von Ossietzky Universität Oldenburg,"FK II - Dep. WiRe, VWL","Department of Business Administration, Economics and Law"
Carl von Ossietzky Universität Oldenburg,Faculty of Education and Social Sciences,Faculty of Education and Social Sciences
Carl von Ossietzky Universität Oldenburg,Fakulty II,"Department of Business Administration, Economics and Law"
Carl von Ossietzky Universität Oldenburg,Fakultät 1 Bildungs- und Sozialwissenschaften,Faculty of Education and Social Sciences
Carl von Ossietzky Universität Oldenburg,"Fakultät V, Insitut für Mathematik",Institute for Mathematics
Carl von Ossietzky Universität Oldenburg,Functional Ecology,Functional Ecology
Carl von Ossietzky Universität Oldenburg,Helmholtz Institute for Functional Marine Biodiversity (HIFMB),Helmholtz Institute for Functional Marine Biodiversity
Carl von Ossietzky Universität Oldenburg,Helmholtz Institute for Functional Marine Biodiversity (HIFMB) at the Carl von Ossietzky University of Oldenburg,Helmholtz Institute for Functional Marine Biodiversity
Carl von Ossietzky Universität Oldenburg,Helmholtz Institute for Functional Marine Biodiversity (HIFMB) at the University of Oldenburg,Helmholtz Institute for Functional Marine Biodiversity
Carl von Ossietzky Universität Oldenburg,Helmholtz Institute for Functional Marine Biodiversity at the University of Oldenburg (HIFMB),Helmholtz Institute for Functional Marine Biodiversity
Carl von Ossietzky Universität Oldenburg,IBU,Institute of Biology and Environmental Sciences
Carl von Ossietzky Universität Oldenburg,ICBM,Institute for Chemistry and Biology of the Marine Environment
Carl von Ossietzky Universität Oldenburg,ICBM-MPI Bridging Group,Institute for Chemistry and Biology of the Marine Environment
Carl von Ossietzky Universität Oldenburg,Insitute for Chemistry and Biology of the Marine Environment,Institute for Chemistry and Biology of the Marine Environment
Carl von Ossietzky Universität Oldenburg,Inst. of Biology and Environmental Sciences,Institute for Biology and Environmental Sciences
Carl von Ossietzky Universität Oldenburg,Institue for Social Sciences,Institute of Social Sciences
Carl von Ossietzky Universität Oldenburg,Institut für Biologie und Umweltwissenschaften,Institute of Biology and Environmental Sciences
Carl von Ossietzky Universität Oldenburg,Institut für Biologie und Umweltwissenschaften AG Funktionelle Ökologie der Pflanzen Oldenburg Germany,Institute for Biology and Environmental Sciences
Carl von Ossietzky Universität Oldenburg,Institut für Chemie und Biologie des Meeres (ICBM),Institute for Chemistry and Biology of the Marine Environment
Carl von Ossietzky Universität Oldenburg,Institut für Materielle Kultur,Institute for Material Culture
Carl von Ossietzky Universität Oldenburg,Institut für Physik,Institute of Physics
Carl von Ossietzky Universität Oldenburg,"Institut für Physik, ForWind",Wind energy
Carl von Ossietzky Universität Oldenburg,Institut für Slavistik,Institute for Slavonic Studies
Carl von Ossietzky Universität Oldenburg,Institut of Chemistry and Biology of the Marine Environment,Institute for Chemistry and Biology of the Marine Environment
Carl von Ossietzky Universität Oldenburg,Institute and Chemistry and Biology of the Marine Environment,Institute for Chemistry and Biology of the Marine Environment
Carl von Ossietzky Universität Oldenburg,Institute for Biology and Environmental Science,Institute of Biology and Environmental Sciences
Carl von Ossietzky Universität Oldenburg,Institute for Biology and Environmental Sciences (IBU),Institute for Biology and Environmental Sciences
Carl von Ossietzky Universität Oldenburg,Institute for Biology and Environmental Sciences Carl von Ossietzky Universität,Institute for Biology and Environmental Sciences
Carl von Ossietzky Universität Oldenburg,Institute for Biology and Environmental Sciences Carl von Ossietzky‐University Oldenburg,Institute for Biology and Environmental Sciences
Carl von Ossietzky Universität Oldenburg,Institute for Biology and Environmental Sciences IBU,Institute for Biology and Environmental Sciences
Carl von Ossietzky Universität Oldenburg,Institute for Chemistry and Biology of the Marine Environment,Institute for Chemistry and Biology of the Marine Environment
Carl von Ossietzky Universität Oldenburg,Institute for Chemistry and Biology of the Marine Environment (ICBM),Institute for Chemistry and Biology of the Marine Environment
Carl von Ossietzky Universität Oldenburg,Institute for Chemistry and Biology of the Marine Environment (ICBM) at the Carl Von Ossietzky University of Oldenburg,Institute for Chemistry and Biology of the Marine Environment
Carl von Ossietzky Universität Oldenburg,Institute for Chemistry and Biology of the Marine Environment (ICBM) at the Carl von Ossietzky University Oldenburg,Institute for Chemistry and Biology of the Marine Environment
Carl von Ossietzky Universität Oldenburg,Institute for Chemistry and Biology of the Marine Environment (ICBM) at the University of Oldenburg,Institute for Chemistry and Biology of the Marine Environment
Carl von Ossietzky Universität Oldenburg,Institute for Chemistry and Biology of the Marine Environment Terramare,Institute for Chemistry and Biology of the Marine Environment
Carl von Ossietzky Universität Oldenburg,Institute for Chemistry and Biology of the Marine environment (ICBM),Institute for Chemistry and Biology of the Marine Environment
Carl von Ossietzky Universität Oldenburg,Institute for Chemistry and Biology of the Marine environment (ICBM) Carl‐von‐Ossietzky University,Institute for Chemistry and Biology of the Marine Environment
Carl von Ossietzky Universität Oldenburg,Institute for Mathematics,Institute for Mathematics
Carl von Ossietzky Universität Oldenburg,Institute for Medical Microbiology and Virology,Institute for Medical Microbiology and Virology
Carl von Ossietzky Universität Oldenburg,Institute of Biology and Environmental Sciences,Institute of Biology and Environmental Sciences
Carl von Ossietzky Universität Oldenburg,Institute of Biology and Environmental Sciences (IBU),Institute for Biology and Environmental Sciences
Carl von Ossietzky Universität Oldenburg,Institute of Chemistry,Institute for Chemistry and Biology of the Marine Environment
Carl von Ossietzky Universität Oldenburg,Institute of Chemistry and Biology of the Marine Environment,Institute for Chemistry and Biology of the Marine Environment
Carl von Ossietzky Universität Oldenburg,Institute of Chemistry and Biology of the Marine Environment (ICBM); Carl von Ossietzky University of Oldenburg; P. O. Box 2503 D-26111 Oldenburg Germany,Institute for Chemistry and Biology of the Marine Environment
Carl von Ossietzky Universität Oldenburg,Institute of Physics,Institute of Physics
Carl von Ossietzky Universität Oldenburg,Institute of Sport Science,Institute of Social Sciences
Carl von Ossietzky Universität Oldenburg,Institute of Sports,Institute of Sports
Carl von Ossietzky Universität Oldenburg,Knowledge Transfer and Learning with New Technologies,Knowledge Transfer & Learning with New Technologies
Carl von Ossietzky Universität Oldenburg,Marine Isotope Geochemistry,Isotope Geochemistry
Carl von Ossietzky Universität Oldenburg,Marine Perception Research Department,Marine Perception Research Group
Carl von Ossietzky Universität Oldenburg,"Marine Sensor Systems Group, Institute for Chemistry and Biology of the Marine Environment",Institute for Chemistry and Biology of the Marine Environment
Carl von Ossietzky Universität Oldenburg,"Max Planck Research Group for Marine Isotope Geochemistry, Institute for Chemistry and Biology of the Marine Environment (ICBM)",Institute for Chemistry and Biology of the Marine Environment
Carl von Ossietzky Universität Oldenburg,Microbiogeochemistry,Microbiogeochemistry
Carl von Ossietzky Universität Oldenburg,N# 5Carl von Ossietzky University,Carl von Ossietzky Universität Oldenburg
Carl von Ossietzky Universität Oldenburg,Neurosurgery,Department of Neurosurgery
Carl von Ossietzky Universität Oldenburg,OFFIS - Carl Von Ossietzky Universität Oldenburg = Carl von Ossietzky University of Oldenburg (Ammerländer Heerstr. 114-118,Carl von Ossietzky Universität Oldenburg
Carl von Ossietzky Universität Oldenburg,Oldenburg University,Carl von Ossietzky Universität Oldenburg
Carl von Ossietzky Universität Oldenburg,Research Group for Marine Geochemistry (ICBM-MPI Bridging Group),Research Group for Marine Geochemistry (ICBM-MPI Bridging Group)
Carl von Ossietzky Universität Oldenburg,Research Group for Marine Geochemistry (ICBM-MPI Bridging Group) University of Olden-burg,Research Group for Marine Geochemistry (ICBM-MPI Bridging Group)
Carl von Ossietzky Universität Oldenburg,Research Group for Marine Geochemistry (ICBM-MPI Bridging group),Research Group for Marine Geochemistry (ICBM-MPI Bridging Group)
Carl von Ossietzky Universität Oldenburg,"Research Group for Marine Geochemistry (MPI-ICBM Bridging
Group)",Research Group for Marine Geochemistry (ICBM-MPI Bridging Group)
Carl von Ossietzky Universität Oldenburg,"Research Group for Marine Geochemistry (MPI-ICBM Bridging
Group)",Research Group for Marine Geochemistry (ICBM-MPI Bridging Group)
Carl von Ossietzky Universität Oldenburg,Research Group for Marine Geochemistry (MPI-ICBM Bridging Group),Research Group for Marine Geochemistry (ICBM-MPI Bridging Group)
Carl von Ossietzky Universität Oldenburg,Research Group for Marine Geochemistry at Institute for Chemistry and Biology of the Marine Environment (ICBM),Institute for Chemistry and Biology of the Marine Environment
Carl von Ossietzky Universität Oldenburg,"Research Group for Marine Isotope Geochemistry, Institute for Chemistry and Biology of the Marine Environment (ICBM)",Institute for Chemistry and Biology of the Marine Environment
Carl von Ossietzky Universität Oldenburg,SEOS project,Science Education through Earth Observation
Carl von Ossietzky Universität Oldenburg,Safety-Security-Interaction,Safety-Security-Interaction
Carl von Ossietzky Universität Oldenburg,Slavonic Studies,Institute for Slavonic Studies
Carl von Ossietzky Universität Oldenburg,Sport & Erziehung,Sports & Education
Carl von Ossietzky Universität Oldenburg,The Institute for Marine Chemistry and Biology (ICBM),Institute for Chemistry and Biology of the Marine Environment
Carl von Ossietzky Universität Oldenburg,Univ. of Oldenburg,Carl von Ossietzky Universität Oldenburg
Carl von Ossietzky Universität Oldenburg,Universität Oldenburg),Carl von Ossietzky Universität Oldenburg
Carl von Ossietzky Universität Oldenburg,institut für physik,Institute of Physics
