short,long,llm_confirmed
University of Szczecin,University of Wisconsin–Madison,FALSE
University of Szczecin,University of Agriculture Faisalabad,FALSE
University of Szczecin,University of Faisalabad,FALSE
University of Szczecin,University Medical Center,FALSE
University of Erfurt,University of Szczecin,FALSE
University of Malaya,University of Szczecin,FALSE
University of Szczecin,University of Central Asia,FALSE
University of Aberdeen,University of Szczecin,FALSE
National Institute for Environmental Studies,National Institute of Allergy and Infectious Diseases,FALSE
National Institutes of Health Clinical Center,National Institute of Allergy and Infectious Diseases,FALSE
Leibniz Institute for Baltic Sea Research,Leibniz Institute for Prevention Research and Epidemiology - BIPS,TRUE
Leibniz Institute for Baltic Sea Research,Leibniz Centre for Tropical Marine Research,NA
Leibniz Institute for Baltic Sea Research,Leibniz Institute for the Analysis of Biodiversity Change,NA
Leibniz Institute for Catalysis,Leibniz Institute for Baltic Sea Research,NA
Leibniz Institute for Neurobiology,Leibniz Institute for Baltic Sea Research,FALSE
Leibniz Institute for Baltic Sea Research,Leibniz Institute of Atmospheric Physics at the Rostock University,TRUE
Institute of Economic Growth,Institute of Political Science,FALSE
Institute of Economic Growth,Institute of Socio-Political Research,FALSE
Institute of Economic Growth,Institute of Marine Biotechnology,FALSE
Institute of Law,Institute of Economic Growth,FALSE
Institute of Human Genetics,Institute of Economic Growth,FALSE
Institute of Economic Growth,Institute of Atmospheric Physics,FALSE
Institute of Oceanology,Institute of Economic Growth,FALSE
German Center for Infection Research,German Institute for Economic Research,FALSE
German Center for Lung Research,German Institute for Economic Research,FALSE
German Institute for Economic Research,German Centre for Cardiovascular Research,FALSE
Oklahoma State University,Oklahoma State University Oklahoma City,FALSE
University of Zurich,"University of California, Riverside",FALSE
University of South Australia,"University of California, Riverside",FALSE
University of Alberta,"University of California, Riverside",FALSE
University of Cologne,"University of California, Riverside",FALSE
"University of Maryland, Baltimore","University of California, Riverside",FALSE
"University of California, Riverside","University of Maryland, College Park",FALSE
University of Newcastle Australia,"University of California, Riverside",FALSE
University of Tübingen,"University of California, Riverside",FALSE
University of Toronto,"University of California, Riverside",FALSE
University of Copenhagen,"University of California, Riverside",FALSE
University of Iceland,"University of California, Riverside",FALSE
University of Reading,"University of California, Riverside",FALSE
University of Oxford,"University of California, Riverside",FALSE
University of Liège,"University of California, Riverside",FALSE
University of Wisconsin–Madison,"University of California, Riverside",FALSE
"University of California, Riverside",University of Agriculture Faisalabad,FALSE
University of Faisalabad,"University of California, Riverside",FALSE
University Medical Center,"University of California, Riverside",FALSE
"University of California, Riverside","University of California, Los Angeles",FALSE
University of Erfurt,"University of California, Riverside",FALSE
University of Malaya,"University of California, Riverside",FALSE
University of Central Asia,"University of California, Riverside",FALSE
University of Aberdeen,"University of California, Riverside",FALSE
Gulf University,Guangzhou University,TRUE
Lanzhou University,Guangzhou University,NA
Guangzhou University,Guangdong Ocean University,NA
University of Zurich,University of Colorado Boulder,NA
University of South Australia,University of Colorado Boulder,FALSE
University of Alberta,University of Colorado Boulder,FALSE
University of Cologne,University of Colorado Boulder,FALSE
University of Colorado Boulder,"University of Maryland, Baltimore",FALSE
University of Colorado Boulder,"University of Maryland, College Park",TRUE
University of Baghdad,University of Colorado Boulder,FALSE
University of Colorado Boulder,University of Newcastle Australia,FALSE
University of Konstanz,University of Colorado Boulder,FALSE
University of Tübingen,University of Colorado Boulder,FALSE
University of Southampton,University of Colorado Boulder,FALSE
University of Toronto,University of Colorado Boulder,FALSE
University of Copenhagen,University of Colorado Boulder,FALSE
University of Iceland,University of Colorado Boulder,FALSE
University of Reading,University of Colorado Boulder,FALSE
University of Oxford,University of Colorado Boulder,FALSE
University of Liège,University of Colorado Boulder,FALSE
University of Colorado Boulder,University of Agriculture Faisalabad,FALSE
University of Colorado Boulder,"University of California, Los Angeles",TRUE
University of Erfurt,University of Colorado Boulder,FALSE
University of Malaya,University of Colorado Boulder,FALSE
University of Central Asia,University of Colorado Boulder,FALSE
University of Aberdeen,University of Colorado Boulder,FALSE
University of Szczecin,University of Colorado Boulder,FALSE
University of Colorado Boulder,"University of California, Riverside",FALSE
National Institute for Environmental Studies,National Institute of Advanced Industrial Science and Technology,FALSE
National Institutes of Health Clinical Center,National Institute of Advanced Industrial Science and Technology,FALSE
National Institute of Allergy and Infectious Diseases,National Institute of Advanced Industrial Science and Technology,FALSE
Max Planck Institute for Meteorology,Max Planck Institute for Human Development,FALSE
Max Planck Institute for Human Development,Max Planck Institute for Demographic Research,FALSE
Max Planck Institute for Human Development,Max Planck Institute for Plasma Physics - Greifswald,FALSE
Max Planck Institute for Human Development,Max Planck Institute for Marine Microbiology,FALSE
Max Planck Institute for Human Development,Max Planck Institute for Comparative and International Private Law,FALSE
Max Planck Institute of Psychiatry,Max Planck Institute for Human Development,FALSE
Sichuan Normal University,Jiangsu Normal University,FALSE
Nanjing Normal University,Jiangsu Normal University,FALSE
Indian Institute of Science Bangalore,Indian Institute of Technology Madras,FALSE
Southern Federal University,Southwest Petroleum University,FALSE
Institute of Crop Science,Institute of Political Science,FALSE
Institute of Crop Science,Institute of Socio-Political Research,FALSE
Institute of Crop Science,Institute of Marine Biotechnology,FALSE
Institute of Crop Science,Institute for Interdisciplinary Medicine,FALSE
Institute of Law,Institute of Crop Science,FALSE
Institute of Crop Science,Institute of Human Genetics,FALSE
Institute of Crop Science,Institute of Solar-Terrestrial Physics,FALSE
Institute of Crop Science,Institute of Atmospheric Physics,FALSE
Institute of Oceanology,Institute of Crop Science,FALSE
Institute of Crop Science,Instituut voor Tropische Geneeskunde,FALSE
Institute of Crop Science,Institute of Geodesy and Geophysics,FALSE
Institute of Crop Science,Institute of Economic Growth,FALSE
Institute of Political Science,Institute for Transfusion Medicine,FALSE
Institute of Marine Biotechnology,Institute for Transfusion Medicine,FALSE
Institute for Transfusion Medicine,Institute for Interdisciplinary Medicine,FALSE
Institute of Human Genetics,Institute for Transfusion Medicine,FALSE
Institute of Atmospheric Physics,Institute for Transfusion Medicine,FALSE
Institute of Crop Science,Institute for Transfusion Medicine,FALSE
Institute of Geography,Institute of Political Science,FALSE
Institute of Geography,Institute of Marine Biotechnology,FALSE
Institute of Law,Institute of Geography,FALSE
Institute of Geography,Institute of Human Genetics,FALSE
Institute of Geography,Institute of Solar-Terrestrial Physics,FALSE
Institute of Geography,Institute of Atmospheric Physics,FALSE
Institute of Geography,Institute of Oceanology,FALSE
Institute of Geography,Institute of Geographic Sciences and Natural Resources Research,TRUE
Institute of Geography,Institute of Geodesy and Geophysics,FALSE
Institute of Geography,Institute of Economic Growth,FALSE
Institute of Geography,Institute of Crop Science,FALSE
Institut für Hygiene und Umwelt,Institut für Technische und Angewandte Physik (Germany),FALSE
Institute of Human Genetics,Institut für Hygiene und Umwelt,FALSE
Institute of Political Science,Institute of Medical Microbiology and Hygiene,FALSE
Institute of Marine Biotechnology,Institute of Medical Microbiology and Hygiene,FALSE
Institute of Oceanology,Institute of Medical Microbiology and Hygiene,FALSE
Institute of Geodesy and Geophysics,Institute of Medical Microbiology and Hygiene,FALSE
Institute of Economic Growth,Institute of Medical Microbiology and Hygiene,FALSE
Institute of Crop Science,Institute of Medical Microbiology and Hygiene,FALSE
Institute for Community Health,Institute of Marine Biotechnology,FALSE
Institute of Law,Institute for Community Health,FALSE
Institute of Human Genetics,Institute for Community Health,FALSE
Institute for Community Health,Institute of Atmospheric Physics,FALSE
Institute of Oceanology,Institute for Community Health,FALSE
Institute of Economic Growth,Institute for Community Health,FALSE
Institute of Crop Science,Institute for Community Health,FALSE
Institute for Community Health,Institute for Transfusion Medicine,FALSE
